animals_code,name,sex,age,species_code,herd,capture_site,data_source,note,insert_timestamp,commonHerd,coreGYE,Fed
62390,,F,10,1,Madison,CB Ranch,"Montana FWP, 2020","",2020-03-31 11:06:14,Madison,YES,NO
62420,,F,4,1,Madison,Pearson Lane,"Montana FWP, 2020","",2020-03-31 11:06:14,Madison,YES,NO
62490,,F,8,1,Madison,Carroll Bros.,"Montana FWP, 2020","",2020-03-31 11:06:14,Madison,YES,NO
62530,,F,8,1,Madison,Hogback,"Montana FWP, 2020","",2020-03-31 11:06:14,Madison,YES,NO
BRUC18200,,F,3,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L396; harvested 11/18/18,2020-03-31 11:06:14,Madison,YES,NO
BRUC18201,,F,13,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L356,2020-03-31 11:06:14,Madison,YES,NO
BRUC18202,,F,19,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L366,2020-03-31 11:06:14,Madison,YES,NO
BRUC18203,,F,6,1,Madison,North Flats,"Montana FWP, 2020",Vectronic 21492 or 26590: 2 collars same freq; Call b/f eating eartag: L358,2020-03-31 11:06:14,Madison,YES,NO
BRUC18204,,F,19,1,Madison,Mill Creek,"Montana FWP, 2020",old; Call b/f eating eartag: L370,2020-03-31 11:06:14,Madison,YES,NO
BRUC18205,,F,6,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L390,2020-03-31 11:06:14,Madison,YES,NO
BRUC18206,,F,6,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L379,2020-03-31 11:06:14,Madison,YES,NO
BRUC18207,,F,18,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L369,2020-03-31 11:06:14,Madison,YES,NO
BRUC18208,,F,12,1,Madison,North,"Montana FWP, 2020",Call b/f eating eartag: L380,2020-03-31 11:06:14,Madison,YES,NO
BRUC18209,,F,15,1,Madison,North,"Montana FWP, 2020",Vectronic 21492 or 26590: 2 collars same freq; Call b/f eating eartag: L378,2020-03-31 11:06:14,Madison,YES,NO
BRUC18210,,F,3,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L360,2020-03-31 11:06:14,Madison,YES,NO
BRUC18211,,F,6,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L359,2020-03-31 11:06:14,Madison,YES,NO
BRUC18212,,F,3,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L357,2020-03-31 11:06:14,Madison,YES,NO
BRUC18213,,F,6,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L388; mortality 4/10/18,2020-03-31 11:06:14,Madison,YES,NO
BRUC18215,,F,9,1,Madison,Mill Creek,"Montana FWP, 2020",missing 2 Incisors; Call b/f eating eartag: L387,2020-03-31 11:06:14,Madison,YES,NO
BRUC18216,,F,6,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L386,2020-03-31 11:06:14,Madison,YES,NO
BRUC18217,,F,13,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L389; mortality 4/14/18,2020-03-31 11:06:14,Madison,YES,NO
BRUC18218,,F,15,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L399,2020-03-31 11:06:14,Madison,YES,NO
BRUC18219,,F,3,1,Madison,Mill Creek,"Montana FWP, 2020",Call b/f eating eartag: L398,2020-03-31 11:06:14,Madison,YES,NO
BRUC18220,,F,2,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L397,2020-03-31 11:06:14,Madison,YES,NO
BRUC18221,,F,7,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L558,2020-03-31 11:06:14,Madison,YES,NO
BRUC18222,,F,10,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L557,2020-03-31 11:06:14,Madison,YES,NO
BRUC18223,,F,12,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L559,2020-03-31 11:06:14,Madison,YES,NO
BRUC18224,,F,9,1,Madison,North Flats,"Montana FWP, 2020","possible injury, rear end bleeding; Call b/f eating eartag: L556",2020-03-31 11:06:14,Madison,YES,NO
BRUC18225,,F,5,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L400,2020-03-31 11:06:14,Madison,YES,NO
BRUC18226,,F,12,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L570,2020-03-31 11:06:14,Madison,YES,NO
BRUC18227,,F,3,1,Madison,North Flats,"Montana FWP, 2020",Call b/f eating eartag: L560,2020-03-31 11:06:14,Madison,YES,NO
BRUC18228,,F,2,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L578,2020-03-31 11:06:14,Madison,YES,NO
BRUC18230,,F,7,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L576,2020-03-31 11:06:14,Madison,YES,NO
BRUC18231,,F,2,1,Madison,South,"Montana FWP, 2020","missing & busted teeth, not from capture; Call b/f eating eartag: L568",2020-03-31 11:06:14,Madison,YES,NO
BRUC18232,,F,14,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L579,2020-03-31 11:06:14,Madison,YES,NO
BRUC18233,,F,12,1,Madison,Bear Creek WMA,"Montana FWP, 2020",Call b/f eating eartag: L566,2020-03-31 11:06:14,Madison,YES,NO
BRUC18234,,F,7,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L367,2020-03-31 11:06:14,Madison,YES,NO
BRUC18235,,F,3,1,Madison,Bear Creek WMA,"Montana FWP, 2020",Call b/f eating eartag: L567,2020-03-31 11:06:14,Madison,YES,NO
BRUC18236,,F,4,1,Madison,Bear Creek WMA,"Montana FWP, 2020",Call b/f eating eartag: L577,2020-03-31 11:06:14,Madison,YES,NO
BRUC18237,,F,4,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L569,2020-03-31 11:06:14,Madison,YES,NO
BRUC18240,,F,3,1,Madison,South,"Montana FWP, 2020",Call b/f eating eartag: L586,2020-03-31 11:06:14,Madison,YES,NO
BRUC18241,,F,6,1,Madison,South,"Montana FWP, 2020",redeployed from dead SM33; numbers on call b/f eating tag illegible: LXXX,2020-03-31 11:06:14,Madison,YES,NO
BRUC18242,,F,9,1,Madison,South,"Montana FWP, 2020",eartag #s illegible on capture card,2020-03-31 11:06:14,Madison,YES,NO
BRUC18243,,F,2,1,Madison,South,"Montana FWP, 2020",26606; Call b/f eating eartag: L587,2020-03-31 11:06:14,Madison,YES,NO
39538,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43524,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43533,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46531,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46532,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38781,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39598,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39597,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43529,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43530,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38779,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38780,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39541,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39601,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43527,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46626,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46627,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43535,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43532,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39599,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39046,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39052,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39050,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39054,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
37036,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36609,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36598,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36599,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36596,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39538,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43524,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43533,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46531,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46532,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38781,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39598,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39597,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43529,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43530,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38779,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
38780,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39541,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39601,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43527,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46626,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
46627,,"","",1,Medicine Lodge,Paintrock,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43535,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
43532,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39599,,"","",1,Medicine Lodge,Broken Back,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39046,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39052,,"","",1,Medicine Lodge,Medicine Lodge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39050,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
39054,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
37036,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36609,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36598,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36599,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
36596,,"","",1,Medicine Lodge,Lower Trapper,WGFD (Eric Maichak),"",2020-06-10 09:26:30,Medicine Lodge,NO,NO
EC14002,,F,8,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14003,,F,16,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14004,,F,11,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14005,,F,5,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14006,,F,5,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14007,,F,5,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14008,,F,16,1,Mill Creek,Mill Creek,"Montana FWP, 2020",Died 4/4/2015; Lungs full of echinococcus granulosus cysts; no fetus,2020-03-31 11:06:14,Mill Creek,NO,NO
EC14011,,F,4,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14012,,F,16,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14014,,F,5,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14015,,F,10,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14016,,F,3,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14017,,F,7,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14018,,F,6,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14020,,F,8,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14022,,F,2,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14023,,F,4,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14024,,F,6,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14025,,F,8,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14028,,F,4,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
EC14029,,F,14,1,Mill Creek,Mill Creek,"Montana FWP, 2020",crepitation over shoulder; broken ribs right side; got VIT but not preg,2020-03-31 11:06:14,Mill Creek,NO,NO
EC14031,,F,5,1,Mill Creek,Mill Creek,"Montana FWP, 2020","",2020-03-31 11:06:14,Mill Creek,NO,NO
31113001,,F,5,1,NMadison,Blacks Ford,"Montana FWP, 2020",Field tested Neg; Lab tested Pos,2020-03-31 11:06:14,North Madison,YES,NO
31113002,,F,7,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113003,,F,8,1,NMadison,Red Mountain,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113004,,F,11,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113007,,F,8,1,NMadison,Blacks Ford,"Montana FWP, 2020",Dropoff released early Nov 2014,2020-03-31 11:06:14,North Madison,YES,NO
31113011,,F,2,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113017,,F,6,1,NMadison,Red Mountain,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113027,,F,10,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113028,,F,7,1,NMadison,Blacks Ford,"Montana FWP, 2020",Lifecycle collar 35277; stopped taking locs Aug 2016,2020-03-31 11:06:14,North Madison,YES,NO
31113031,,F,6,1,NMadison,Blacks Ford,"Montana FWP, 2020",Lifecycle collar 35276; Dropoff failed and collar came off March 2014; Redeployed 2015 MC05,2020-03-31 11:06:14,North Madison,YES,NO
31113032,,F,5,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113035,,F,5,1,NMadison,Blacks Ford,"Montana FWP, 2020",Lifecycle collar 35279; Dropoff failed and collar came off Oct 2014,2020-03-31 11:06:14,North Madison,YES,NO
31113039,,F,10,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113044,,F,7,1,NMadison,Blacks Ford,"Montana FWP, 2020",Potential Collar Malfunction- Collar going on and off? 6/24/14,2020-03-31 11:06:14,North Madison,YES,NO
31113059,,F,4,1,NMadison,Red Mountain,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113060,,F,8,1,NMadison,Red Mountain,"Montana FWP, 2020",Lifecycle collar 35278,2020-03-31 11:06:14,North Madison,YES,NO
31113061,,F,12,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113062,,F,2,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113063,,F,12,1,NMadison,Red Mountain,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113073,,F,2,1,NMadison,Blacks Ford,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
31113076,,F,6,1,NMadison,Red Mountain,"Montana FWP, 2020","",2020-03-31 11:06:14,North Madison,YES,NO
39139,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39536,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39537,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43528,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39533,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39535,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39138,,"","",1,North Bighorn,Shell Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
46530,,"","",1,North Bighorn,Shell Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39098,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43876,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43875,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39095,,"","",1,North Bighorn,Shell Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43877,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38778,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36546,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36565,,"","",1,North Bighorn,Amsden Creek WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39040,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38805,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38810,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
37987,,"","",1,North Bighorn,Amsden Creek WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38815,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39038,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
37037,,"","",1,North Bighorn,Devils Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38812,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39056,,"","",1,North Bighorn,Amsden Creek WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36578,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39097,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43531,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38819,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39041,,"","",1,North Bighorn,Devils Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
43536,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39093,,"","",1,North Bighorn,Bud Love,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36583,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39099,,"","",1,North Bighorn,Flying H,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39096,,"","",1,North Bighorn,Shell Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39049,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39094,,"","",1,North Bighorn,Bud Love,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36576,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38818,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38816,,"","",1,North Bighorn,Amsden Creek WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38808,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36577,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36614,,"","",1,North Bighorn,Devils Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38817,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36560,,"","",1,North Bighorn,Columbus Peak,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36575,,"","",1,North Bighorn,Bear Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36595,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38809,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39036,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38807,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36582,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36637,,"","",1,North Bighorn,Amsden Creek WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38814,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36545,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
39043,,"","",1,North Bighorn,Red Canyon,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
38806,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36590,,"","",1,North Bighorn,Sunlight Mesa,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36548,,"","",1,North Bighorn,Kerns WHMA,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
36563,,"","",1,North Bighorn,Horseshoe,WGFD (Eric Maichak),"",2020-06-10 09:26:30,North Bighorn,NO,NO
